TF	target	importance
Irf2	Usp18	16.511439092198888
Irf2	Cep57	16.511439092198888
Prdx5	Cd200r2	16.329193627605086
Prdx5	Fam169b	16.329193627605086
Prdx5	Rnf219	16.329193627605086
Prdx5	Cep57	16.329193627605086
Prdx5	Usp18	16.329193627605086
Prdx5	Icos	16.329193627605086
Prdx5	Cd9	16.329193627605086
Irf3	Fam46c	16.15818835782026
Irf3	Prss2	16.15818835782026
Irf3	Tnfrsf9	16.15818835782026
Irf3	Gpatch11	16.15818835782026
Ecsit	Fam46c	16.00908090984499
Ecsit	Prss2	16.00908090984499
Ecsit	Tnfrsf9	16.00908090984499
Ecsit	Gpatch11	16.00908090984499
Hnrnpc	Icos	15.673109955067382
Hnrnpc	Cd200r2	15.673109955067382
Hnrnpc	Rnf219	15.673109955067382
Hnrnpc	Cep57	15.673109955067382
Hnrnpc	Usp18	15.673109955067382
Hnrnpc	Fam169b	15.673109955067382
Hnrnpc	Cd9	15.673109955067382
Suclg1	Gpx1	15.283974027748892
Dnmt1	Gpatch11	15.043876447505074
Dnmt1	Tnfrsf9	15.043876447505074
Dnmt1	Prss2	15.043876447505074
Dnmt1	Fam46c	15.043876447505074
Chd2	Cep57	14.925903550232773
Chd2	Usp18	14.925903550232773
Chd2	Cd9	14.925903550232773
Chd2	Rnf219	14.925903550232773
Chd2	Cd200r2	14.925903550232773
Chd2	Fam169b	14.925903550232773
Chd2	Icos	14.925903550232773
Stub1	Fam46c	14.862817403535097
Stub1	Gpatch11	14.862817403535097
Stub1	Tnfrsf9	14.862817403535097
Stub1	Prss2	14.862817403535097
Hes6	Icos	14.857561501010093
Hes6	Rnf219	14.857561501010093
Hes6	Usp18	14.857561501010093
Hes6	Cd200r2	14.857561501010093
Hes6	Cep57	14.857561501010093
Hes6	Cd9	14.857561501010093
Hes6	Fam169b	14.857561501010093
Lcor	Fam46c	14.617855167575721
Lcor	Prss2	14.617855167575721
Lcor	Tnfrsf9	14.617855167575721
Lcor	Gpatch11	14.617855167575721
